samlpe:3
direct band gap: wevelength=208.567595333nm energy=5.94531474567eV
	linear fit coefficient: slope=36.2160677085 intercept=-215.315921377 r=0.995940025983
indirect band gap: wevelength=228.215339168nm energy=5.43346474659eV
	linear fit coefficient: slope=2.2760882223 intercept=-12.367045116 r=0.992611013538
datas:
wavelength	R	hv	F(R)	(hvF(R))^2	(hvF(R))^1/2
200.0	0.38403	6.2	0.49399661602	9.3806153212	1.75007971799
200.5	0.38454	6.18453865337	0.492524849951	9.27835342055	1.74529051228
201.0	0.38687	6.16915422886	0.485858811616	8.98403474041	1.73128216716
201.5	0.38966	6.15384615385	0.477999943027	8.65264645809	1.71509128356
202.0	0.39433	6.13861386139	0.465138524713	8.15277118448	1.68976501185
202.5	0.40642	6.12345679012	0.433464416613	7.04531180887	1.62920245065
203.0	0.41933	6.10837438424	0.402043317793	6.03110641019	1.56710915502
203.5	0.43011	6.09336609337	0.377548315663	5.29248477596	1.51675314579
204.0	0.44008	6.07843137255	0.356197062352	4.68774201025	1.4714344697
204.5	0.44698	6.06356968215	0.342108282697	4.30312461866	1.4402768522
205.0	0.45824	6.0487804878	0.320251284916	3.75247156526	1.39180807707
205.5	0.46964	6.03406326034	0.299465260199	3.26522126014	1.3442441461
206.0	0.4758	6.01941747573	0.288761706599	3.0212601977	1.31839950813
206.5	0.48761	6.00484261501	0.269214651156	2.61336843302	1.27145255902
207.0	0.49648	5.99033816425	0.255329912987	2.3394085557	1.23673462078
207.5	0.50719	5.97590361446	0.239418852994	2.04702836199	1.19613711128
208.0	0.51807	5.96153846154	0.224155543556	1.78572947878	1.1559895736
208.5	0.52975	5.94724220624	0.208716434639	1.54079388612	1.11413068768
209.0	0.53551	5.93301435407	0.201444380217	1.42843706422	1.09323940625
209.5	0.545	5.91885441527	0.189931192661	1.26376960662	1.06027122864
210.0	0.55844	5.90476190476	0.174571335864	1.06255312125	1.0152842822
210.5	0.56938	5.89073634204	0.162838161158	0.920134996369	0.979406286381
211.0	0.57881	5.87677725118	0.153246329625	0.81107053226	0.948996598395
211.5	0.58702	5.86288416076	0.145269735614	0.725392263093	0.922875740264
212.0	0.59836	5.84905660377	0.134797354101	0.621633461461	0.887939949646
212.5	0.60239	5.83529411765	0.131222058882	0.586326059104	0.875053888798
213.0	0.61151	5.82159624413	0.123403116956	0.516103045969	0.847586645829
213.5	0.62123	5.80796252927	0.115469884664	0.449764398662	0.818929034404
214.0	0.62662	5.79439252336	0.111241760876	0.415481349204	0.802856417739
214.5	0.63397	5.78088578089	0.105665852406	0.373128222255	0.781563960083
215.0	0.64043	5.76744186047	0.100940450088	0.338919786606	0.762999460847
215.5	0.64696	5.75406032483	0.0963253072833	0.307205953288	0.74448749413
216.0	0.65617	5.74074074074	0.0900826530472	0.267434975624	0.719125271689
216.5	0.66661	5.72748267898	0.0833687554192	0.227999663061	0.691008757276
217.0	0.68095	5.71428571429	0.0747433016374	0.182418322928	0.653532386944
217.5	0.68939	5.70114942529	0.0699738697254	0.159146331456	0.631610233586
218.0	0.69183	5.6880733945	0.068635899643	0.152416871904	0.624824803178
218.5	0.69756	5.67505720824	0.0655642192786	0.138444043755	0.609984176204
219.0	0.69933	5.66210045662	0.0646350427552	0.133934117825	0.604954630611
219.5	0.70285	5.64920273349	0.0628143433876	0.125919204074	0.595693679979
220.0	0.71082	5.63636363636	0.0588229596804	0.109923805049	0.575801694098
220.5	0.71555	5.62358276644	0.0565381891552	0.101090413199	0.56386805742
221.0	0.71642	5.61085972851	0.0561246310823	0.0991666909286	0.56116613611
